"X";"Y"
"1";319.119123183191;-0.35350777598066
"2";608.820439130068;0.967086886078512
"3";681.399508006871;1.24653879556055
"4";717.229263857007;1.58992303912624
"5";758.931224606931;1.54864023738398
"6";268.568673729897;0.44345989226044
"7";764.95584025979;1.49683802689477
"8";613.600336015224;0.630002498437646
"9";183.326173759997;-0.133334816183892
"10";949.670731835067;2.36339672610191
"11";517.85987727344;0.41259509931322
"12";628.639206662774;0.60042681672604
"13";178.933709673584;-0.902966829849966
"14";206.336176395416;-0.0647768620924267
"15";910.350125469267;2.25107367363881
"16";179.666342027485;-0.878778067832928
"17";216.593590378761;-1.6347648931158
"18";698.746344260871;1.20373207286378
"19";497.903060354292;-0.0369421118438326
"20";910.432310961187;2.18840868078214
"21";439.694642089307;0.0691179421332369
"22";737.367876060307;1.29153203386054
"23";619.445128552616;0.874033887077761
"24";356.069025024772;-0.143202136462802
"25";849.488674476743;1.92231153759821
"26";732.684657350183;1.212246071438
"27";655.870793201029;1.47064535021007
"28";939.75673802197;2.29428714972228
"29";541.705438867211;0.779621874431509
"30";327.527939341962;-0.458046341591847
"31";595.746154896915;0.723642093448956
"32";733.835646696389;1.24539413527971
"33";314.7709839046;-0.372289192999972
"34";514.927610009909;-0.000587396705601803
"35";560.03459636122;0.31285298526077
"36";683.791559748352;0.850254999064223
"37";901.52070838958;2.07012405342239
"38";750.618376024067;1.54804433369349
"39";791.834477335215;1.69434284122933
"40";317.966250516474;0.513296147776164
"41";397.098175808787;0.48024549264644
"42";182.414784282446;-0.738084011312205
"43";225.618074089289;-0.580240768671514
"44";342.882861196995;0.315010937003686
"45";805.162654072046;1.74444236266964
"46";389.301411621273;-0.516445173404492
"47";344.68124397099;-0.261315535210993
"48";262.797701731324;-0.578479973527227
"49";729.356599226594;1.33558824174518
"50";766.828475520015;1.46510069922757
"51";201.301734335721;-0.126986385659918
"52";785.442279092968;1.67075905012516
"53";237.053760327399;-0.532768094219969
"54";924.614704586565;2.18037819871201
"55";451.076139137149;-0.30072344572081
"56";820.097560435534;1.57806498335214
"57";468.492077663541;0.518628455463962
"58";892.705931887031;2.05488910341549
"59";560.151242651045;0.511212617782028
"60";640.764608234167;0.947541961065981
"61";783.879451826215;1.65151739206011
"62";548.845735564828;0.537095287815658
"63";409.73546244204;-0.398068427632198
"64";161.628647707403;-0.840296193734906
"65";703.966996259987;1.41994077651515
"66";209.562084637582;-1.13008446967114
"67";821.328959427774;1.74420528213645
"68";930.193428136408;2.21743188738273
"69";748.774464428425;1.29108167172886
"70";623.812611587346;0.995116917313274
"71";344.983637332916;-0.613498589467464
"72";919.977331720293;2.18220818330138
"73";686.793156154454;1.37546083836007
"74";491.698284074664;0.664400099028329
"75";705.87292611599;1.40985764090128
"76";307.872633449733;0.101301679320852
"77";759.841464832425;1.59717730667927
"78";675.123340077698;1.19316384211315
"79";787.110659480095;1.74391266419014
"80";379.976759664714;0.044690369569085
"81";791.231954656541;1.70828003280511
"82";404.801744781435;-0.146998466560418
"83";504.243360087276;-0.166348218774293
"84";603.745016641915;0.933609665858858
"85";712.582362256944;1.38464511818869
"86";512.791947647929;0.792409624190561
"87";160.033681616187;-0.33549540864757
"88";293.539076857269;-1.10078254854429
"89";543.170294351876;0.754470225490667
"90";407.836703583598;0.182836863977048
"91";468.368930742145;-0.556998523236616
"92";798.595892451704;1.71465588127218
"93";589.260241016746;0.934852322105569
"94";330.644260905683;-1.13920822964878
"95";805.565094016492;1.76398581768341
"96";558.94533880055;0.90030561007469
"97";410.094114020467;0.300130965579206
"98";895.513815246522;2.09709856022374
"99";834.208410419524;1.65839501539333
"100";804.775582067668;1.64327456214547
